,MMM-YY,Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating
16360,9/1/2019,2420,30,0,C5,2,169549,30/07/15,,2,5,3711540,4
16361,10/1/2019,2420,30,0,C5,2,169549,30/07/15,,2,5,2020860,4
16362,11/1/2019,2420,30,0,C5,2,169549,30/07/15,,2,5,5805990,4
16363,12/1/2019,2420,30,0,C5,2,169549,30/07/15,,2,5,250000,4
16364,1/1/2020,2420,30,0,C5,2,169549,30/07/15,,2,5,2050000,2
16365,2/1/2020,2420,30,0,C5,2,169549,30/07/15,,2,5,1409760,2
16366,3/1/2020,2420,30,0,C5,2,169549,30/07/15,,2,5,3215590,2
16367,4/1/2020,2420,30,0,C5,2,169549,30/07/15,,2,5,2285000,2
16368,5/1/2020,2420,30,0,C5,2,169549,30/07/15,,2,5,235530,2
16369,6/1/2020,2420,31,0,C5,2,169549,30/07/15,,2,5,122450,2
16370,7/1/2020,2420,31,0,C5,2,169549,30/07/15,,2,5,1173920,1
16371,8/1/2020,2420,31,0,C5,2,169549,30/07/15,,2,5,411070,1
16372,9/1/2020,2420,31,0,C5,2,169549,30/07/15,,2,5,352130,1
16373,10/1/2020,2420,31,0,C5,2,169549,30/07/15,,2,5,409790,1
16374,11/1/2020,2420,31,0,C5,2,169549,30/07/15,,2,5,272340,1
16375,12/1/2020,2420,31,0,C5,2,169549,30/07/15,,2,5,652960,1
16376,1/1/2019,2421,38,0,C28,1,58275,1/7/2016,,1,1,410080,2
16377,2/1/2019,2421,38,0,C28,1,58275,1/7/2016,,1,1,102070,2
16378,3/1/2019,2421,38,0,C28,1,58275,1/7/2016,,1,1,908620,2
16379,4/1/2019,2421,38,0,C28,1,58275,1/7/2016,,1,1,0,1
16380,5/1/2019,2421,38,0,C28,1,58275,1/7/2016,,1,1,203550,1
16381,6/1/2019,2421,38,0,C28,1,58275,1/7/2016,6/11/2019,1,1,0,1
16382,1/1/2019,2422,46,0,C4,1,111507,26/08/14,,2,4,1218080,2
16383,2/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,782080,2
16384,3/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,1866940,2
16385,4/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,202420,2
16386,5/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,202400,2
16387,6/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,705360,2
16388,7/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,1155910,3
16389,8/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,600000,3
16390,9/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,2719690,3
16391,10/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,2261120,4
16392,11/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,4213590,4
16393,12/1/2019,2422,47,0,C4,1,111507,26/08/14,,2,4,3236650,4
16394,1/1/2020,2422,47,0,C4,1,111507,26/08/14,,2,4,2050000,2
16395,2/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,2075000,2
16396,3/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,5190000,2
16397,4/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,0,2
16398,5/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,1100830,2
16399,6/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,250000,2
16400,7/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,741570,2
16401,8/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,1650730,2
16402,9/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,-500000,2
16403,10/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,1841680,3
16404,11/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,1545000,3
16405,12/1/2020,2422,48,0,C4,1,111507,26/08/14,,2,4,1943280,3
16406,8/1/2020,2423,35,1,C18,0,54059,8/7/2020,,3,3,0,1
16407,9/1/2020,2423,35,1,C18,0,54059,8/7/2020,,3,3,0,1
16408,10/1/2020,2423,35,1,C18,0,54059,8/7/2020,,3,3,0,2
16409,11/1/2020,2423,35,1,C18,0,54059,8/7/2020,,3,3,160800,2
16410,12/1/2020,2423,36,1,C18,0,54059,8/7/2020,,3,3,1000100,2
16411,8/1/2020,2424,32,0,C6,0,68525,8/9/2020,,3,3,0,1
16412,9/1/2020,2424,32,0,C6,0,68525,8/9/2020,,3,3,0,1
16413,10/1/2020,2424,32,0,C6,0,68525,8/9/2020,,3,3,0,1
16414,11/1/2020,2424,32,0,C6,0,68525,8/9/2020,,3,3,0,1
16415,12/1/2020,2424,32,0,C6,0,68525,8/9/2020,,3,3,393110,1
16416,7/1/2020,2425,30,0,C21,1,28890,13/07/20,,3,3,0,1
16417,8/1/2020,2425,30,0,C21,1,28890,13/07/20,,3,3,0,1
16418,9/1/2020,2425,30,0,C21,1,28890,13/07/20,9/12/2020,3,3,0,1
16419,10/1/2020,2426,33,1,C25,2,82309,28/09/20,,2,2,0,2
16420,11/1/2020,2426,34,1,C25,2,82309,28/09/20,,2,2,801610,2
16421,12/1/2020,2426,34,1,C25,2,82309,28/09/20,,2,2,345960,2
16422,1/1/2019,2427,33,1,C15,2,40281,28/12/18,13/01/19,2,2,0,1
16423,12/1/2020,2428,36,0,C17,2,39195,29/11/20,,1,1,0,1
16424,11/1/2019,2429,27,0,C21,0,12064,11/8/2019,,1,1,0,1
16425,12/1/2019,2429,27,0,C21,0,12064,11/8/2019,,1,1,0,1
16426,1/1/2020,2429,27,0,C21,0,12064,11/8/2019,,1,1,0,1
16427,2/1/2020,2429,27,0,C21,0,12064,11/8/2019,2/9/2020,1,1,0,1
16428,4/1/2020,2430,27,0,C27,0,58259,13/04/20,,2,2,0,1
16429,5/1/2020,2430,27,0,C27,0,58259,13/04/20,,2,2,0,1
16430,6/1/2020,2430,27,0,C27,0,58259,13/04/20,,2,2,200000,1
16431,7/1/2020,2430,27,0,C27,0,58259,13/04/20,,2,2,0,1
16432,8/1/2020,2430,27,0,C27,0,58259,13/04/20,29/07/20,2,2,0,1
16433,1/1/2019,2431,37,1,C17,0,46832,20/10/18,19/01/19,1,1,0,1
16434,1/1/2019,2432,52,1,C1,1,56188,25/10/15,,1,3,574080,2
16435,2/1/2019,2432,52,1,C1,1,56188,25/10/15,,1,3,1347820,2
16436,3/1/2019,2432,52,1,C1,1,56188,25/10/15,,1,3,2178050,2
16437,4/1/2019,2432,52,1,C1,1,56188,25/10/15,,1,3,0,1
16438,5/1/2019,2432,52,1,C1,1,56188,25/10/15,,1,3,221950,1
16439,6/1/2019,2432,52,1,C1,1,56188,25/10/15,,1,3,100000,1
16440,7/1/2019,2432,52,1,C1,1,56188,25/10/15,,1,3,398640,2
16441,8/1/2019,2432,52,1,C1,1,56188,25/10/15,,1,3,0,2
16442,9/1/2019,2432,52,1,C1,1,56188,25/10/15,,1,3,511440,2
16443,10/1/2019,2432,53,1,C1,1,56188,25/10/15,,1,3,275460,2
16444,11/1/2019,2432,53,1,C1,1,56188,25/10/15,26/11/19,1,3,344330,2
16445,4/1/2020,2433,30,0,C29,2,37214,29/03/20,,1,1,0,1
16446,5/1/2020,2433,30,0,C29,2,37214,29/03/20,,1,1,0,1
16447,6/1/2020,2433,30,0,C29,2,37214,29/03/20,19/06/20,1,1,0,1
16448,1/1/2020,2435,28,1,C13,0,13222,28/01/20,,1,1,0,1
16449,2/1/2020,2435,29,1,C13,0,13222,28/01/20,,1,1,0,1
16450,3/1/2020,2435,29,1,C13,0,13222,28/01/20,3/8/2020,1,1,0,1
16451,7/1/2020,2436,33,0,C4,2,100560,7/10/2020,,3,3,0,3
16452,8/1/2020,2436,33,0,C4,2,100560,7/10/2020,,3,3,2077720,3
16453,9/1/2020,2436,33,0,C4,2,100560,7/10/2020,,3,3,0,3
16454,10/1/2020,2436,33,0,C4,2,100560,7/10/2020,,3,3,0,1
16455,11/1/2020,2436,33,0,C4,2,100560,7/10/2020,,3,3,0,1
16456,12/1/2020,2436,33,0,C4,2,100560,7/10/2020,20/12/20,3,3,0,1
16457,1/1/2019,2438,31,1,C18,1,24429,1/1/2018,,1,1,500000,2
16458,2/1/2019,2438,31,1,C18,1,24429,1/1/2018,23/02/19,1,1,0,2
16459,8/1/2020,2439,28,0,C16,2,36373,31/07/20,,2,2,0,2
16460,9/1/2020,2439,28,0,C16,2,36373,31/07/20,,2,2,852000,2
16461,10/1/2020,2439,28,0,C16,2,36373,31/07/20,,2,2,0,1
16462,11/1/2020,2439,28,0,C16,2,36373,31/07/20,,2,2,0,1
16463,12/1/2020,2439,28,0,C16,2,36373,31/07/20,,2,2,-852000,1
16464,9/1/2020,2440,35,0,C9,2,51769,9/7/2020,,2,2,0,1
16465,10/1/2020,2440,35,0,C9,2,51769,9/7/2020,,2,2,451610,2
16466,11/1/2020,2440,35,0,C9,2,51769,9/7/2020,,2,2,0,2
16467,12/1/2020,2440,35,0,C9,2,51769,9/7/2020,,2,2,382830,2
16468,9/1/2019,2441,33,1,C5,2,51617,9/2/2019,,2,2,0,1
16469,10/1/2019,2441,33,1,C5,2,51617,9/2/2019,,2,2,0,1
16470,11/1/2019,2441,33,1,C5,2,51617,9/2/2019,11/4/2019,2,2,0,1
16471,10/1/2019,2442,36,0,C29,2,63424,10/11/2019,,3,3,0,1
16472,11/1/2019,2442,36,0,C29,2,63424,10/11/2019,,3,3,0,1
16473,12/1/2019,2442,36,0,C29,2,63424,10/11/2019,,3,3,131820,1
16474,1/1/2020,2442,36,0,C29,2,63424,10/11/2019,,3,3,155200,1
16475,2/1/2020,2442,36,0,C29,2,63424,10/11/2019,,3,3,0,1
16476,3/1/2020,2442,36,0,C29,2,63424,10/11/2019,,3,3,1576780,1
16477,4/1/2020,2442,36,0,C29,2,63424,10/11/2019,,3,3,558640,2
16478,5/1/2020,2442,36,0,C29,2,63424,10/11/2019,,3,3,0,2
16479,6/1/2020,2442,36,0,C29,2,63424,10/11/2019,,3,3,0,2
16480,7/1/2020,2442,36,0,C29,2,63424,10/11/2019,,3,3,357000,2
16481,8/1/2020,2442,36,0,C29,2,63424,10/11/2019,,3,3,326980,2
16482,9/1/2020,2442,37,0,C29,2,63424,10/11/2019,,3,3,316660,2
16483,10/1/2020,2442,37,0,C29,2,63424,10/11/2019,20/10/20,3,3,-191040,1
16484,1/1/2019,2443,25,0,C25,0,44169,25/11/17,,1,2,548200,2
16485,2/1/2019,2443,25,0,C25,0,44169,25/11/17,,1,2,499000,2
16486,3/1/2019,2443,25,0,C25,0,44169,25/11/17,,1,2,454040,2
16487,4/1/2019,2443,25,0,C25,0,44169,25/11/17,,1,2,0,1
16488,5/1/2019,2443,26,0,C25,0,44169,25/11/17,,1,2,105000,1
16489,6/1/2019,2443,26,0,C25,0,44169,25/11/17,,1,2,100960,1
16490,7/1/2019,2443,26,0,C25,0,44169,25/11/17,,1,2,0,1
16491,8/1/2019,2443,26,0,C25,0,44169,25/11/17,,1,2,150000,1
16492,9/1/2019,2443,26,0,C25,0,44169,25/11/17,22/09/19,1,2,0,1
16493,1/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,800000,3
16494,2/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,254400,3
16495,3/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,5051460,3
16496,4/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,0,1
16497,5/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,0,1
16498,6/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,400000,1
16499,7/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,2039200,3
16500,8/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,0,3
16501,9/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,0,3
16502,10/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,0,1
16503,11/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,0,1
16504,12/1/2019,2445,36,0,C21,1,90492,26/06/18,,3,3,0,1
16505,1/1/2020,2445,37,0,C21,1,90492,26/06/18,21/01/20,3,3,0,1
16506,6/1/2020,2446,29,1,C29,0,59110,29/05/20,,2,2,0,1
16507,7/1/2020,2446,30,1,C29,0,59110,29/05/20,,2,2,715950,4
16508,8/1/2020,2446,30,1,C29,0,59110,29/05/20,,2,2,1542890,4
16509,9/1/2020,2446,30,1,C29,0,59110,29/05/20,,2,2,485930,4
16510,10/1/2020,2446,30,1,C29,0,59110,29/05/20,,2,2,1623370,4
16511,11/1/2020,2446,30,1,C29,0,59110,29/05/20,,2,2,739070,4
16512,12/1/2020,2446,30,1,C29,0,59110,29/05/20,,2,2,970940,4
16513,7/1/2020,2447,23,0,C10,2,71138,7/10/2020,,2,2,0,1
16514,8/1/2020,2447,23,0,C10,2,71138,7/10/2020,,2,2,0,1
16515,9/1/2020,2447,23,0,C10,2,71138,7/10/2020,29/08/20,2,2,0,1
16516,5/1/2019,2448,32,0,C18,1,90734,24/05/19,,3,3,0,1
16517,6/1/2019,2448,32,0,C18,1,90734,24/05/19,,3,3,0,1
16518,7/1/2019,2448,33,0,C18,1,90734,24/05/19,,3,3,303650,2
16519,8/1/2019,2448,33,0,C18,1,90734,24/05/19,,3,3,110420,2
16520,9/1/2019,2448,33,0,C18,1,90734,24/05/19,,3,3,1017150,2
16521,10/1/2019,2448,33,0,C18,1,90734,24/05/19,,3,3,404040,2
16522,11/1/2019,2448,33,0,C18,1,90734,24/05/19,23/11/19,3,3,0,2
16523,5/1/2020,2449,37,1,C22,0,18024,5/1/2020,,2,2,0,1
16524,6/1/2020,2449,37,1,C22,0,18024,5/1/2020,,2,2,202320,1
16525,7/1/2020,2449,37,1,C22,0,18024,5/1/2020,,2,2,154560,3
16526,8/1/2020,2449,37,1,C22,0,18024,5/1/2020,,2,2,564240,3
16527,9/1/2020,2449,37,1,C22,0,18024,5/1/2020,,2,2,1000000,3
16528,10/1/2020,2449,37,1,C22,0,18024,5/1/2020,,2,2,0,2
16529,11/1/2020,2449,37,1,C22,0,18024,5/1/2020,,2,2,797460,2
16530,12/1/2020,2449,37,1,C22,0,18024,5/1/2020,,2,2,202920,2
16531,1/1/2019,2450,29,1,C4,1,17481,7/2/2018,18/01/19,1,1,0,1
16532,1/1/2019,2451,23,0,C21,0,23511,1/3/2018,,1,1,216320,3
16533,2/1/2019,2451,23,0,C21,0,23511,1/3/2018,,1,1,1136360,3
16534,3/1/2019,2451,23,0,C21,0,23511,1/3/2018,,1,1,1469290,3
16535,4/1/2019,2451,24,0,C21,0,23511,1/3/2018,,1,1,106710,2
16536,5/1/2019,2451,24,0,C21,0,23511,1/3/2018,,1,1,269490,2
16537,6/1/2019,2451,24,0,C21,0,23511,1/3/2018,,1,1,219300,2
16538,7/1/2019,2451,24,0,C21,0,23511,1/3/2018,,1,1,1976730,4
16539,8/1/2019,2451,24,0,C21,0,23511,1/3/2018,,1,1,323040,4
16540,9/1/2019,2451,24,0,C21,0,23511,1/3/2018,,1,1,378570,4
16541,10/1/2019,2451,24,0,C21,0,23511,1/3/2018,,1,1,155040,2
16542,11/1/2019,2451,24,0,C21,0,23511,1/3/2018,,1,1,346520,2
16543,12/1/2019,2451,24,0,C21,0,23511,1/3/2018,,1,1,0,2
16544,1/1/2020,2451,24,0,C21,0,23511,1/3/2018,1/5/2020,1,1,177360,1
16545,11/1/2019,2453,38,1,C12,1,92031,11/12/2019,,3,3,0,1
16546,12/1/2019,2453,39,1,C12,1,92031,11/12/2019,,3,3,0,1
16547,1/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,350000,2
16548,2/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,1224100,2
16549,3/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,1875670,2
16550,4/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,350310,2
16551,5/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,200020,2
16552,6/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,515940,2
16553,7/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,391320,2
16554,8/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,129360,2
16555,9/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,1151530,2
16556,10/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,786680,2
16557,11/1/2020,2453,39,1,C12,1,92031,11/12/2019,,3,3,578020,2
16558,12/1/2020,2453,40,1,C12,1,92031,11/12/2019,,3,3,535040,2
16559,1/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,802690,4
16560,2/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,687470,4
16561,3/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,2467260,4
16562,4/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,195660,2
16563,5/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,145540,2
16564,6/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,437550,2
16565,7/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,0,2
16566,8/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,351180,2
16567,9/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,365420,2
16568,10/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,194010,1
16569,11/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,363080,1
16570,12/1/2019,2454,39,0,C9,2,37664,1/3/2016,,1,1,-242830,1
16571,1/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,842780,4
16572,2/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,534760,4
16573,3/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,2986620,4
16574,4/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,501550,2
16575,5/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,242520,2
16576,6/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,350000,2
16577,7/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,782970,4
16578,8/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,983560,4
16579,9/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,907620,4
16580,10/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,1186130,4
16581,11/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,1683130,4
16582,12/1/2020,2454,40,0,C9,2,37664,1/3/2016,,1,1,1290730,4
16583,1/1/2019,2455,24,0,C28,1,99691,18/06/17,,1,4,1023980,3
16584,2/1/2019,2455,24,0,C28,1,99691,18/06/17,,1,4,5117120,3
16585,3/1/2019,2455,24,0,C28,1,99691,18/06/17,,1,4,7403200,3
16586,4/1/2019,2455,24,0,C28,1,99691,18/06/17,,1,4,5412750,4
16587,5/1/2019,2455,24,0,C28,1,99691,18/06/17,,1,4,1794530,4
16588,6/1/2019,2455,24,0,C28,1,99691,18/06/17,,1,4,921520,4
16589,7/1/2019,2455,24,0,C28,1,99691,18/06/17,,1,4,0,1
16590,8/1/2019,2455,24,0,C28,1,99691,18/06/17,,1,4,0,1
16591,9/1/2019,2455,24,0,C28,1,99691,18/06/17,,1,4,257170,1
16592,10/1/2019,2455,25,0,C28,1,99691,18/06/17,,1,4,-2910060,1
16593,11/1/2019,2455,25,0,C28,1,99691,18/06/17,,1,4,145320,1
16594,12/1/2019,2455,25,0,C28,1,99691,18/06/17,,1,4,318810,1
16595,1/1/2020,2455,25,0,C28,1,99691,18/06/17,,1,4,980290,1
16596,2/1/2020,2455,25,0,C28,1,99691,18/06/17,,1,4,539590,1
16597,3/1/2020,2455,25,0,C28,1,99691,18/06/17,,1,4,1033270,1
16598,4/1/2020,2455,25,0,C28,1,99691,18/06/17,,1,4,0,1
16599,5/1/2020,2455,25,0,C28,1,99691,18/06/17,,1,4,0,1
16600,6/1/2020,2455,25,0,C28,1,99691,18/06/17,6/2/2020,1,4,0,1
16601,1/1/2019,2457,42,0,C24,0,58577,9/7/2018,,2,2,110660,1
16602,2/1/2019,2457,42,0,C24,0,58577,9/7/2018,,2,2,240080,1
16603,3/1/2019,2457,42,0,C24,0,58577,9/7/2018,,2,2,295620,1
16604,4/1/2019,2457,42,0,C24,0,58577,9/7/2018,,2,2,245550,3
16605,5/1/2019,2457,42,0,C24,0,58577,9/7/2018,,2,2,522700,3
16606,6/1/2019,2457,42,0,C24,0,58577,9/7/2018,,2,2,155690,3
16607,7/1/2019,2457,42,0,C24,0,58577,9/7/2018,,2,2,355270,2
16608,8/1/2019,2457,42,0,C24,0,58577,9/7/2018,,2,2,450000,2
16609,9/1/2019,2457,42,0,C24,0,58577,9/7/2018,13/09/19,2,2,0,2
16610,1/1/2019,2458,38,0,C21,1,33343,8/10/2018,,1,1,305520,2
16611,2/1/2019,2458,38,0,C21,1,33343,8/10/2018,,1,1,585040,2
16612,3/1/2019,2458,38,0,C21,1,33343,8/10/2018,,1,1,100140,2
16613,4/1/2019,2458,38,0,C21,1,33343,8/10/2018,18/04/19,1,1,0,1
16614,12/1/2019,2459,32,1,C9,2,85831,12/7/2019,,2,2,0,1
16615,1/1/2020,2459,32,1,C9,2,85831,12/7/2019,,2,2,0,1
16616,2/1/2020,2459,32,1,C9,2,85831,12/7/2019,,2,2,112840,1
16617,3/1/2020,2459,32,1,C9,2,85831,12/7/2019,3/9/2020,2,2,157050,1
16618,5/1/2020,2460,26,1,C12,2,36191,17/05/20,,1,1,0,1
16619,6/1/2020,2460,26,1,C12,2,36191,17/05/20,,1,1,0,1
16620,7/1/2020,2460,26,1,C12,2,36191,17/05/20,,1,1,0,1
16621,8/1/2020,2460,26,1,C12,2,36191,17/05/20,,1,1,0,1
16622,9/1/2020,2460,,1,C12,2,36191,17/05/20,,1,1,150000,1
16623,10/1/2020,2460,26,1,C12,2,36191,17/05/20,18/10/20,1,1,0,1
16624,12/1/2019,2461,30,0,C2,0,42551,12/2/2019,,2,2,0,1
16625,1/1/2020,2461,30,0,C2,0,42551,12/2/2019,,2,2,0,1
16626,2/1/2020,2461,30,0,C2,0,42551,12/2/2019,30/01/20,2,2,0,1
16627,5/1/2020,2464,29,0,C15,2,52371,22/05/20,,1,1,0,1
16628,6/1/2020,2464,29,0,C15,2,52371,22/05/20,,1,1,0,1
16629,7/1/2020,2464,29,0,C15,2,52371,22/05/20,,1,1,1221360,3
16630,8/1/2020,2464,29,0,C15,2,52371,22/05/20,,1,1,565860,3
16631,9/1/2020,2464,30,0,C15,2,52371,22/05/20,,1,1,346410,3
16632,10/1/2020,2464,30,0,C15,2,52371,22/05/20,,1,1,388570,3
16633,11/1/2020,2464,30,0,C15,2,52371,22/05/20,,1,1,746210,3
16634,12/1/2020,2464,30,0,C15,2,52371,22/05/20,,1,1,494640,3
16635,6/1/2019,2465,34,0,C20,0,19183,31/05/19,,2,2,0,1
16636,7/1/2019,2465,34,0,C20,0,19183,31/05/19,,2,2,0,1
16637,8/1/2019,2465,34,0,C20,0,19183,31/05/19,17/08/19,2,2,0,1
16638,2/1/2020,2467,28,1,C1,0,63182,31/01/20,,3,3,0,1
16639,3/1/2020,2467,28,1,C1,0,63182,31/01/20,,3,3,0,1
16640,4/1/2020,2467,28,1,C1,0,63182,31/01/20,,3,3,0,1
16641,5/1/2020,2467,28,1,C1,0,63182,31/01/20,,3,3,0,1
16642,6/1/2020,2467,29,1,C1,0,63182,31/01/20,6/9/2020,3,3,0,1
16643,4/1/2020,2468,33,0,C14,1,99858,4/5/2020,,2,2,0,3
16644,5/1/2020,2468,33,0,C14,1,99858,4/5/2020,,2,2,407520,3
16645,6/1/2020,2468,33,0,C14,1,99858,4/5/2020,,2,2,1806360,3
16646,7/1/2020,2468,33,0,C14,1,99858,4/5/2020,7/7/2020,2,2,0,1
16647,11/1/2020,2469,31,1,C24,2,45365,13/11/20,,3,3,0,1
16648,12/1/2020,2469,31,1,C24,2,45365,13/11/20,,3,3,0,1
16649,1/1/2019,2470,30,0,C27,1,55723,27/02/18,,1,1,7226660,4
16650,2/1/2019,2470,30,0,C27,1,55723,27/02/18,,1,1,486350,4
16651,3/1/2019,2470,30,0,C27,1,55723,27/02/18,,1,1,656130,4
16652,4/1/2019,2470,30,0,C27,1,55723,27/02/18,,1,1,0,2
16653,5/1/2019,2470,31,0,C27,1,55723,27/02/18,,1,1,0,2
16654,6/1/2019,2470,31,0,C27,1,55723,27/02/18,,1,1,317670,2
16655,7/1/2019,2470,31,0,C27,1,55723,27/02/18,,1,1,316800,3
16656,8/1/2019,2470,31,0,C27,1,55723,27/02/18,,1,1,229810,3
16657,9/1/2019,2470,31,0,C27,1,55723,27/02/18,,1,1,850070,3
16658,10/1/2019,2470,31,0,C27,1,55723,27/02/18,,1,1,544640,4
16659,11/1/2019,2470,31,0,C27,1,55723,27/02/18,,1,1,780840,4
16660,12/1/2019,2470,31,0,C27,1,55723,27/02/18,,1,1,742760,4
16661,1/1/2020,2470,31,0,C27,1,55723,27/02/18,,1,1,0,1
16662,2/1/2020,2470,31,0,C27,1,55723,27/02/18,,1,1,791910,1
16663,3/1/2020,2470,31,0,C27,1,55723,27/02/18,,1,1,0,1
16664,4/1/2020,2470,31,0,C27,1,55723,27/02/18,,1,1,0,1
16665,5/1/2020,2470,32,0,C27,1,55723,27/02/18,,1,1,0,1
16666,6/1/2020,2470,32,0,C27,1,55723,27/02/18,6/6/2020,1,1,0,1
16667,4/1/2020,2471,27,0,C24,0,55344,4/6/2020,,2,2,0,1
16668,5/1/2020,2471,27,0,C24,0,55344,4/6/2020,,2,2,0,1
16669,6/1/2020,2471,27,0,C24,0,55344,4/6/2020,6/12/2020,2,2,0,1
16670,1/1/2019,2472,33,0,C25,2,36682,10/2/2018,,1,1,0,1
16671,2/1/2019,2472,33,0,C25,2,36682,10/2/2018,,1,1,131020,1
16672,3/1/2019,2472,33,0,C25,2,36682,10/2/2018,,1,1,104860,1
16673,4/1/2019,2472,34,0,C25,2,36682,10/2/2018,,1,1,0,1
16674,5/1/2019,2472,34,0,C25,2,36682,10/2/2018,30/04/19,1,1,0,1
16675,6/1/2019,2473,38,1,C6,1,30967,13/06/19,,1,1,0,1
16676,7/1/2019,2473,39,1,C6,1,30967,13/06/19,,1,1,0,1
16677,8/1/2019,2473,39,1,C6,1,30967,13/06/19,,1,1,322030,1
16678,9/1/2019,2473,39,1,C6,1,30967,13/06/19,,1,1,0,1
16679,10/1/2019,2473,39,1,C6,1,30967,13/06/19,,1,1,456730,3
16680,11/1/2019,2473,39,1,C6,1,30967,13/06/19,,1,1,646340,3
16681,12/1/2019,2473,39,1,C6,1,30967,13/06/19,,1,1,136180,3
16682,1/1/2020,2473,39,1,C6,1,30967,13/06/19,,1,1,950570,2
16683,2/1/2020,2473,39,1,C6,1,30967,13/06/19,,1,1,298400,2
16684,3/1/2020,2473,39,1,C6,1,30967,13/06/19,,1,1,682770,2
16685,4/1/2020,2473,39,1,C6,1,30967,13/06/19,,1,1,124940,2
16686,5/1/2020,2473,39,1,C6,1,30967,13/06/19,,1,1,444070,2
16687,6/1/2020,2473,39,1,C6,1,30967,13/06/19,,1,1,496620,2
16688,7/1/2020,2473,40,1,C6,1,30967,13/06/19,,1,1,540430,2
16689,8/1/2020,2473,40,1,C6,1,30967,13/06/19,,1,1,245420,2
16690,9/1/2020,2473,40,1,C6,1,30967,13/06/19,,1,1,150220,2
16691,10/1/2020,2473,40,1,C6,1,30967,13/06/19,,1,1,123850,2
16692,11/1/2020,2473,40,1,C6,1,30967,13/06/19,,1,1,150020,2
